7.559999942779541016e+00,2.089999914169311523e+00,2.128321975469589233e-01
7.819999694824218750e+00,2.470000028610229492e+00,2.090823799371719360e-01
8.000000000000000000e+00,2.740000009536743164e+00,2.064673751592636108e-01
8.139999389648437500e+00,2.970000028610229492e+00,2.041386663913726807e-01
8.260000228881835938e+00,3.169999837875366211e+00,2.021612524986267090e-01
8.359999656677246094e+00,3.359999895095825195e+00,2.003909796476364136e-01
8.449999809265136719e+00,3.519999980926513672e+00,1.989581137895584106e-01
8.550000190734863281e+00,3.720000028610229492e+00,1.971647739410400391e-01
8.630000114440917969e+00,3.839999914169311523e+00,1.961406171321868896e-01
8.710000038146972656e+00,3.919999837875366211e+00,1.953708082437515259e-01
8.779999732971191406e+00,3.970000028610229492e+00,1.947768330574035645e-01
8.859999656677246094e+00,4.000000000000000000e+00,1.944584101438522339e-01
8.960000038146972656e+00,4.039999961853027344e+00,1.941739618778228760e-01
9.050000190734863281e+00,4.069999694824218750e+00,1.937531530857086182e-01
9.130000114440917969e+00,4.099999904632568359e+00,1.931069344282150269e-01
9.210000038146972656e+00,4.130000114440917969e+00,1.923485994338989258e-01
9.289999961853027344e+00,4.159999847412109375e+00,1.915435492992401123e-01
9.369999885559082031e+00,4.199999809265136719e+00,1.906478404998779297e-01
9.449999809265136719e+00,4.239999771118164062e+00,1.897771805524826050e-01
9.539999961853027344e+00,4.279999732971191406e+00,1.889863461256027222e-01
9.619999885559082031e+00,4.329999923706054688e+00,1.884892731904983521e-01
9.699999809265136719e+00,4.389999866485595703e+00,1.877558976411819458e-01
9.789999961853027344e+00,4.449999809265136719e+00,1.869309395551681519e-01
9.880000114440917969e+00,4.509999752044677734e+00,1.864844858646392822e-01
9.969999313354492188e+00,4.579999923706054688e+00,1.860464215278625488e-01
1.005000019073486328e+01,4.650000095367431641e+00,1.857376843690872192e-01
1.013999938964843750e+01,4.730000019073486328e+00,1.854182630777359009e-01
1.034999942779541016e+01,4.940000057220458984e+00,1.843195259571075439e-01
1.051999950408935547e+01,5.109999656677246094e+00,1.833979636430740356e-01
1.069999980926513672e+01,5.309999942779541016e+00,1.823435276746749878e-01
1.084999942779541016e+01,5.480000019073486328e+00,1.815350353717803955e-01
1.098999977111816406e+01,5.639999866485595703e+00,1.830904781818389893e-01
1.117000007629394531e+01,5.849999904632568359e+00,1.820007562637329102e-01
1.132999992370605469e+01,6.059999942779541016e+00,1.810627877712249756e-01
1.146000003814697266e+01,6.239999771118164062e+00,1.805584877729415894e-01
1.157999992370605469e+01,6.420000076293945312e+00,1.800713539123535156e-01
1.205000019073486328e+01,5.969999790191650391e+00,1.831167489290237427e-01
1.232999992370605469e+01,5.679999828338623047e+00,1.860068887472152710e-01
1.248999977111816406e+01,5.480000019073486328e+00,1.879091113805770874e-01
1.256999969482421875e+01,5.339999675750732422e+00,1.891888082027435303e-01
1.259999942779541016e+01,5.239999771118164062e+00,1.900321990251541138e-01
1.259999942779541016e+01,5.159999847412109375e+00,1.906706094741821289e-01
1.259000015258789062e+01,5.099999904632568359e+00,1.911716461181640625e-01
1.256999969482421875e+01,5.039999961853027344e+00,1.917099803686141968e-01
1.255000019073486328e+01,5.000000000000000000e+00,1.920475512742996216e-01
1.252999973297119141e+01,4.960000038146972656e+00,1.923606842756271362e-01
1.250000000000000000e+01,4.920000076293945312e+00,1.926584988832473755e-01
1.246999931335449219e+01,4.889999866485595703e+00,1.929161101579666138e-01
1.243999958038330078e+01,4.869999885559082031e+00,1.931433081626892090e-01
1.240999984741210938e+01,4.849999904632568359e+00,1.933861970901489258e-01
1.238999938964843750e+01,4.829999923706054688e+00,1.936340779066085815e-01
1.235999965667724609e+01,4.819999694824218750e+00,1.937820166349411011e-01
1.232999992370605469e+01,4.809999942779541016e+00,1.939298361539840698e-01
1.230999946594238281e+01,4.809999942779541016e+00,1.940453052520751953e-01
1.227999973297119141e+01,4.809999942779541016e+00,1.941547989845275879e-01
1.225000000000000000e+01,4.809999942779541016e+00,1.944242119789123535e-01
1.222999954223632812e+01,4.809999942779541016e+00,1.953978836536407471e-01
1.219999980926513672e+01,4.809999942779541016e+00,1.959904730319976807e-01
1.217000007629394531e+01,4.819999694824218750e+00,1.963967382907867432e-01
1.214999961853027344e+01,4.829999923706054688e+00,1.977970004081726074e-01
1.211999988555908203e+01,4.849999904632568359e+00,1.989172995090484619e-01
1.209999942779541016e+01,4.859999656677246094e+00,1.997582465410232544e-01
1.206999969482421875e+01,4.880000114440917969e+00,2.003596425056457520e-01
1.205000019073486328e+01,4.900000095367431641e+00,2.008651942014694214e-01
1.202999973297119141e+01,4.920000076293945312e+00,2.013090252876281738e-01
1.200000000000000000e+01,4.949999809265136719e+00,2.015568315982818604e-01
1.197999954223632812e+01,4.980000019073486328e+00,2.019441723823547363e-01
1.194999980926513672e+01,5.009999752044677734e+00,2.020628899335861206e-01
1.192999935150146484e+01,5.039999961853027344e+00,2.020801752805709839e-01
1.190999984741210938e+01,5.079999923706054688e+00,2.019159048795700073e-01
1.188999938964843750e+01,5.119999885559082031e+00,2.016822099685668945e-01
1.185999965667724609e+01,5.159999847412109375e+00,2.014626264572143555e-01
1.184999942779541016e+01,5.170000076293945312e+00,2.014714181423187256e-01
1.184000015258789062e+01,5.150000095367431641e+00,2.017087638378143311e-01
1.184000015258789062e+01,5.109999656677246094e+00,2.021243572235107422e-01
1.184000015258789062e+01,5.049999713897705078e+00,2.026871442794799805e-01
1.184000015258789062e+01,4.989999771118164062e+00,2.032696306705474854e-01
1.184000015258789062e+01,4.929999828338623047e+00,2.038372159004211426e-01
1.184999942779541016e+01,4.880000114440917969e+00,2.043474614620208740e-01
1.184999942779541016e+01,4.819999694824218750e+00,2.049372196197509766e-01
1.184999942779541016e+01,4.769999980926513672e+00,2.054821550846099854e-01
1.185999965667724609e+01,4.719999790191650391e+00,2.060435414314270020e-01
1.185999965667724609e+01,4.670000076293945312e+00,2.065808326005935669e-01
1.186999988555908203e+01,4.630000114440917969e+00,2.070831507444381714e-01
1.186999988555908203e+01,4.589999675750732422e+00,2.075633108615875244e-01
1.188000011444091797e+01,4.549999713897705078e+00,2.080966532230377197e-01
